id,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
2101,106,3,75,8,4055,137,2520,365,278,8,189,19,126,2,80,10
2102,6,0,2,0,1195,12,709,31,55,1,37,0,102,1,67,1
2103,34,3,10,10,1709,84,762,359,84,7,25,23,89,7,30,29
2104,51,0,21,11,2218,39,1262,228,138,0,63,22,162,1,79,25
2105,102,2,70,13,2926,95,1659,371,227,6,139,25,185,3,104,30
2106,29,1,21,1,1214,35,729,114,25,1,17,1,18,0,12,1
2107,105,5,50,23,936,31,468,180,66,2,17,26,53,0,23,11
2108,35,3,18,5,1363,46,801,140,100,2,60,11,160,4,112,14
2109,116,2,75,7,3126,22,1961,148,265,4,168,19,133,2,84,9
2110,22,0,13,0,2034,40,1095,168,87,1,50,2,39,1,25,2
2111,156,5,102,4,4714,76,3059,228,385,7,271,9,519,10,331,24
2112,4,0,2,0,513,9,281,37,9,0,4,0,18,0,9,0
2113,38,0,22,2,1446,34,885,108,60,1,30,1,99,2,66,6
2114,385,9,285,16,3517,70,2252,228,482,11,326,26,256,4,162,8
2115,1,0,1,0,2787,58,1655,279,9,0,6,0,17,0,6,0
2116,233,9,109,36,6589,321,3276,1292,342,19,179,55,191,10,99,43
2117,73,0,46,1,3619,47,2273,192,167,2,103,2,114,1,81,3
2118,44,1,30,2,1114,14,652,61,101,3,59,5,80,1,42,3
2119,89,15,40,29,5758,436,2342,1499,120,15,44,46,151,22,66,43
2120,75,0,49,4,2214,26,1441,83,63,0,42,2,56,0,34,4
2121,76,9,39,19,1470,59,709,276,91,11,48,18,57,4,30,9
2122,51,1,22,4,2443,31,1354,243,95,1,41,6,60,1,30,4
2123,41,0,20,0,4181,94,2544,263,100,1,59,1,129,1,78,3
2124,27,1,19,4,1148,36,745,140,59,3,36,8,45,3,24,12
2125,43,1,30,2,2552,68,1491,308,97,4,49,11,114,1,63,12
2126,54,3,38,1,1137,42,785,47,135,5,89,5,48,1,31,2
2127,97,1,46,7,1815,53,705,437,54,2,15,16,15,0,8,5
2128,115,2,83,14,596,15,337,51,30,0,17,3,26,1,13,2
2129,71,0,18,14,5444,168,2704,948,131,6,50,35,130,4,52,35
2130,89,3,36,23,946,21,568,78,30,0,16,1,19,0,10,0
2131,79,2,47,15,2827,80,1816,254,176,2,115,17,70,3,47,6
2132,258,7,200,14,15377,571,9853,1435,425,16,324,19,153,1,125,11
2133,192,1,124,4,1370,15,902,70,226,1,136,6,113,0,79,0
2134,109,1,70,8,1583,49,804,271,189,6,89,29,312,7,171,46
2135,2,0,2,0,495,16,329,29,9,0,4,1,40,0,30,2
2136,101,6,57,17,12567,480,6932,1800,307,30,140,76,228,10,126,37
2137,88,1,41,17,1255,39,782,143,271,8,159,45,67,2,34,14
2138,56,1,28,7,1402,33,757,171,59,2,24,5,106,1,56,6
2139,7,0,4,0,1023,9,688,27,50,0,33,1,26,0,17,0
2140,47,1,34,2,3089,82,1723,364,278,8,151,32,82,3,48,9
2141,68,3,44,5,2667,42,1523,205,105,4,62,8,68,3,38,4
2142,104,4,59,20,3054,34,1842,213,107,0,60,6,164,2,79,31
2143,1,0,0,0,46,0,18,6,5,0,0,1,4,0,0,0
2144,61,6,47,11,1411,28,917,71,84,5,61,10,281,20,185,32
2145,,,,,99,0,64,4,3,0,1,0,2,0,1,0
2146,122,8,67,19,2097,82,1128,356,122,11,74,25,104,5,62,19
2147,41,1,22,6,2812,60,1478,394,109,1,66,15,158,5,83,28
2148,158,9,97,10,2924,138,1649,394,121,14,86,11,86,8,54,11
2149,33,1,5,12,372,12,71,148,80,3,8,34,61,2,6,27
2150,62,3,39,8,1571,35,936,150,190,6,108,24,166,6,95,26
2151,49,0,22,4,1834,26,1137,87,60,0,32,3,55,0,35,2
2152,345,7,179,62,1772,79,702,449,213,10,72,73,111,4,46,29
2153,8,0,3,0,954,14,520,75,31,0,16,1,63,0,30,2
2154,64,2,38,5,3729,87,2141,346,152,6,91,17,113,4,72,9
2155,4,0,2,0,426,5,231,35,11,0,3,2,22,1,14,2
2156,94,3,32,28,1238,48,500,285,108,5,41,25,81,1,30,17
2157,51,0,30,6,1910,85,979,309,100,1,47,14,178,9,101,17
2158,73,1,51,1,1275,33,779,104,164,5,108,4,106,1,78,9
2159,67,1,39,10,2282,69,1362,256,155,6,89,24,136,3,81,16
2160,146,9,108,12,3433,135,2037,352,199,9,134,18,104,5,66,9
2161,22,1,7,4,1006,17,537,70,85,2,39,6,54,0,23,1
2162,208,9,107,31,2954,166,1473,562,278,19,146,52,139,6,58,33
2163,47,0,29,1,241,4,148,19,29,0,17,2,34,0,20,1
2164,99,0,67,14,1647,37,964,181,41,0,26,3,34,0,19,5
2165,169,9,91,19,2582,75,1358,282,236,4,112,27,171,4,82,27
2166,14,0,11,1,596,39,272,94,21,1,9,2,63,5,37,7
2167,47,3,24,12,640,44,230,191,85,4,25,26,367,18,134,94
2168,84,2,45,10,1117,26,659,81,138,2,77,10,126,1,64,6
2169,180,6,53,52,6777,272,2234,2195,181,9,49,62,192,7,48,81
2170,6,1,5,0,373,4,264,15,25,1,21,0,38,0,27,0
2171,18,1,10,1,6119,225,3822,585,80,6,50,8,27,2,15,4
2172,35,2,23,2,3415,45,2143,178,88,1,65,1,97,1,67,5
2173,156,5,59,32,7495,366,3065,2071,285,9,95,77,219,8,72,76
2174,2,0,2,0,1113,14,735,43,40,0,29,1,69,2,35,3
2175,102,5,44,27,4889,175,2584,803,66,1,29,12,57,2,29,13
2176,179,3,110,4,4136,78,2556,268,311,5,191,11,402,9,232,26
2177,144,8,91,18,6463,144,4071,510,246,4,146,20,215,5,123,23
2178,47,2,29,8,3431,43,2000,210,126,3,77,12,62,2,39,8
2179,175,3,130,7,5499,105,3591,355,313,4,230,12,228,4,162,22
2180,175,7,73,40,4452,197,1757,1188,162,9,54,48,70,3,19,26
2181,83,4,38,22,3187,120,1449,639,228,12,99,50,124,5,56,33
2182,75,3,39,21,3075,160,1286,739,216,6,87,56,310,19,140,71
2183,143,3,82,14,4294,139,2349,567,188,5,92,25,204,5,112,26
2184,16,0,4,5,169,8,72,41,16,0,1,8,6,0,0,1
2185,103,4,74,9,2266,75,1178,401,180,8,112,25,109,2,64,14
2186,52,1,20,10,2665,71,1451,333,95,2,39,11,68,2,33,11
2187,19,2,15,0,807,11,469,28,92,2,52,0,77,1,42,0
2188,156,6,102,14,1970,85,1017,353,280,13,138,56,235,17,138,39
2189,215,8,86,63,4603,233,1481,1430,238,10,66,70,134,6,46,40
2190,113,4,60,26,2740,123,1337,467,191,16,85,49,135,4,58,28
2191,154,8,100,7,778,45,476,89,168,10,105,17,57,3,40,2
2192,144,8,66,27,2930,152,1301,599,224,14,90,50,162,11,66,30
2193,18,0,14,1,199,3,118,20,38,0,25,3,23,0,18,0
2194,16,1,12,1,1799,33,1152,150,26,0,15,1,430,11,311,27
2195,92,2,46,10,9884,269,4294,2238,664,21,302,153,386,15,171,108
2196,143,1,74,12,5833,117,3133,649,107,1,45,6,23,0,10,0
2197,37,1,24,1,270,4,131,29,52,1,26,1,26,0,15,0
2198,363,4,243,12,4435,45,2760,225,597,4,360,37,296,7,157,33
2199,74,2,50,6,3129,101,1793,339,208,2,125,14,224,3,122,24
2200,22,2,12,1,779,31,448,96,50,1,24,7,515,25,359,40
2201,113,2,36,33,446,31,98,212,182,16,27,96,11,2,3,5
2202,106,1,54,17,2000,82,893,504,93,5,39,22,68,2,38,10
2203,28,0,16,0,1999,28,1059,144,140,1,67,5,136,2,65,7
2204,109,2,60,16,2713,66,1533,331,129,4,64,23,109,6,52,24
2205,59,0,18,18,4817,315,1960,1254,185,12,57,62,170,8,70,47
2206,61,1,32,5,4148,86,2326,338,200,4,91,14,180,3,94,14
2207,390,12,144,90,3739,133,1493,886,150,10,39,52,48,3,17,19
2208,50,1,33,4,1990,23,1222,110,99,2,56,8,131,3,82,5
2209,292,4,193,7,10311,213,6166,819,860,11,524,39,721,9,470,39
2210,16,1,4,5,1351,85,525,326,21,1,7,7,6,1,2,2
2211,120,2,43,35,1889,74,639,561,139,4,30,46,156,2,35,70
2212,30,3,20,4,1322,57,773,167,76,6,46,8,73,7,46,12
2213,83,2,49,8,1074,48,534,174,67,4,42,8,63,6,42,5
2214,53,2,26,7,1713,31,876,163,99,4,46,8,105,2,43,8
2215,22,2,15,1,587,18,296,96,43,2,26,7,25,1,16,4
2216,429,13,294,20,13303,508,8506,1130,767,36,529,30,93,6,66,4
2217,18,1,9,1,2154,44,1209,180,54,2,28,6,81,2,47,10
2218,9,0,3,2,3071,99,1595,422,57,0,24,8,28,0,10,3
2219,25,0,16,3,1912,96,1114,280,80,5,54,11,65,3,43,9
2220,139,7,90,19,12785,555,7444,1842,424,17,267,36,337,15,211,57
2221,58,1,46,4,1192,40,771,118,149,1,106,10,21,0,18,0
2222,761,33,330,188,10528,417,4053,2897,679,30,250,185,386,14,138,117
2223,204,10,151,14,5449,190,3581,406,387,17,283,29,134,3,104,3
2224,69,3,44,7,3364,98,1655,552,195,8,100,33,146,7,75,31
2225,42,0,27,0,3683,64,2508,157,147,0,102,2,105,1,71,2
2226,16,0,9,1,337,10,161,56,44,0,13,6,34,1,12,4
2227,202,2,127,5,5131,125,2733,695,445,9,226,48,371,8,196,46
2228,11,0,5,0,284,1,136,21,21,0,10,1,34,0,12,1
2229,171,15,66,42,2204,134,893,486,198,14,66,59,226,22,108,41
2230,452,15,182,109,14673,497,6149,3489,307,9,92,105,175,3,66,42
2231,38,1,14,1,855,15,421,125,37,1,13,2,51,1,22,2
2232,120,5,75,13,1451,59,778,267,199,11,111,42,390,14,223,61
2233,25,2,8,8,219,14,76,70,28,4,7,12,7,2,3,3
2234,15,0,9,1,395,4,210,22,21,0,13,2,16,0,9,2
2235,91,6,57,9,1507,68,817,212,129,7,76,15,73,3,43,9
2236,91,10,64,8,8194,415,4018,1398,413,28,162,96,259,18,142,47
2237,9,0,6,1,104,1,54,11,12,0,8,1,10,0,5,0
2238,25,0,15,4,2121,47,1202,204,92,2,47,11,80,0,52,3
2239,47,0,26,7,2535,51,1331,322,100,1,56,14,66,1,34,10
2240,72,3,39,5,3389,71,1871,288,133,3,81,10,321,6,200,13
2241,85,0,53,7,391,3,260,25,35,0,19,3,33,0,22,3
2242,8,0,5,1,331,8,120,85,19,0,11,5,9,0,5,1
2243,133,3,67,20,6901,291,3932,975,169,10,89,25,145,12,95,18
2244,93,4,25,26,1970,79,633,542,97,7,22,26,39,2,15,10
2245,31,0,25,0,2380,28,1498,94,128,0,96,1,133,0,96,2
2246,97,2,59,6,925,39,480,142,62,1,32,8,85,2,58,4
2247,5,0,4,0,135,3,83,10,9,0,7,0,8,0,5,0
2248,26,0,16,3,1324,56,708,163,59,2,30,5,60,1,34,7
2249,50,0,34,0,1216,21,797,57,90,2,58,3,80,4,53,4
2250,1,0,0,1,6,0,4,1,2,0,1,1,3,0,2,1
2251,24,0,16,0,69,0,35,10,4,0,1,0,33,0,14,9
2252,15,0,9,1,150,1,89,15,8,0,4,0,12,0,6,0
2253,166,6,96,14,3176,117,1842,294,189,6,116,16,84,2,54,4
2254,111,3,54,15,896,48,448,161,237,14,123,39,200,12,98,39
2255,125,4,80,6,3346,127,2073,415,72,1,46,11,186,3,136,20
2256,93,1,27,15,3606,168,1330,760,202,7,70,50,190,13,81,43
2257,,,,,144,4,105,3,6,0,4,0,8,0,7,0
2258,112,6,37,31,1318,74,556,291,121,10,44,26,178,7,95,18
2259,29,0,13,1,462,13,248,43,66,3,35,4,146,5,73,12
2260,86,0,56,0,3244,37,2114,102,151,0,88,0,80,0,47,0
2261,111,2,71,9,1625,49,794,225,273,9,133,55,330,7,181,54
2262,165,1,112,3,1739,36,1207,85,291,2,207,6,281,4,196,6
2263,80,1,44,6,5904,150,3437,635,92,2,53,13,65,3,42,7
2264,30,0,14,0,719,7,401,45,60,0,30,2,111,0,68,8
2265,25,1,3,12,407,22,104,172,32,4,5,20,15,1,1,7
2266,40,1,20,2,381,11,173,48,57,4,24,8,41,1,18,5
2267,24,0,18,0,3481,61,2219,168,84,2,63,3,77,0,56,2
2268,15,2,12,1,2980,65,1855,176,36,2,26,2,30,0,21,0
2269,10,0,4,0,358,3,182,14,30,0,16,1,43,0,15,2
2270,168,8,110,24,2253,98,1211,379,256,13,147,49,163,8,88,30
2271,47,0,33,4,752,11,508,50,30,1,21,1,15,0,9,1
2272,453,24,257,60,9050,414,4448,1754,346,21,173,51,542,33,281,99
2273,29,0,14,2,3039,39,1863,119,59,0,24,3,121,2,57,8
2274,143,3,98,11,1872,65,1073,221,73,1,49,3,50,1,25,4
2275,202,10,87,41,9450,652,4027,2310,491,38,183,115,187,10,68,37
2276,26,0,20,2,325,11,160,64,128,5,68,24,113,4,65,18
2277,403,14,266,23,4702,175,2878,471,667,25,430,55,149,5,100,9
2278,40,4,17,5,1220,64,539,294,184,14,63,41,147,8,61,47
2279,18,0,9,2,1364,36,854,88,48,3,33,2,48,1,33,2
2280,73,4,46,6,9136,283,5528,1040,220,9,122,27,409,16,250,57
2281,208,4,122,9,8289,184,4992,656,226,2,134,9,210,4,128,11
2282,49,0,30,1,1902,22,1234,48,90,3,52,0,88,2,52,2
2283,36,1,23,4,1100,17,628,60,67,1,38,3,784,22,546,48
2284,65,0,46,5,1328,12,811,99,132,1,86,11,78,3,55,8
2285,73,3,54,6,3910,107,2404,412,147,8,93,19,143,5,86,17
2286,41,0,13,8,406,11,128,105,58,1,11,16,148,3,44,43
2287,23,0,14,2,3102,133,1750,396,164,7,95,19,188,6,115,16
2288,55,4,41,4,6016,176,3868,539,93,5,66,7,140,2,98,9
2289,9,0,5,0,1459,9,907,32,52,0,33,1,58,0,28,0
2290,231,4,122,19,3175,101,1719,355,221,2,107,15,359,5,199,18
2291,72,6,35,16,885,61,404,163,192,17,68,51,159,12,64,38
2292,202,4,132,15,8145,185,5242,610,458,13,296,25,290,8,180,31
2293,73,1,40,9,1673,43,967,136,35,0,21,1,18,0,9,0
2294,97,5,54,10,9486,428,5400,1312,376,15,210,52,144,7,74,26
2295,24,0,11,0,1919,110,854,373,130,6,51,24,150,0,103,7
2296,239,2,164,12,4402,131,2750,423,302,7,195,18,219,2,147,9
2297,6,0,2,2,1315,45,756,193,32,1,14,11,15,0,11,1
2298,119,3,70,10,2011,44,1127,194,254,5,138,23,149,4,91,12
2299,410,16,169,82,3958,152,1677,927,434,18,122,126,202,8,51,63
2300,141,6,93,11,2945,156,1809,319,235,15,163,19,107,7,62,10
2301,49,2,33,5,6599,250,4014,692,169,5,109,13,750,30,520,87
2302,110,4,55,10,3094,87,1547,423,156,5,78,15,236,3,115,15
2303,141,8,48,45,1057,62,407,305,143,7,42,45,27,3,12,6
2304,373,6,250,17,3017,64,1809,286,406,6,236,29,108,1,66,5
2305,,,,,80,2,54,6,13,0,9,0,35,3,23,2
2306,2,0,2,0,180,2,104,14,13,0,6,2,43,0,29,3
2307,41,0,21,3,3491,53,2139,139,129,0,70,5,102,1,58,1
2308,14,0,9,1,375,8,232,24,27,0,13,0,58,3,38,4
2309,16,0,7,0,1425,25,820,105,51,0,28,3,85,1,48,6
2310,24,1,14,1,892,8,541,45,53,0,26,0,46,0,28,0
2311,91,0,54,6,687,6,393,41,9,0,5,0,8,0,4,0
2312,35,0,20,0,553,5,348,25,8,0,6,0,35,0,22,1
2313,87,5,48,10,3759,128,1839,662,110,13,38,30,49,7,19,11
2314,117,0,84,6,5037,92,3267,329,219,2,145,12,231,2,149,10
2315,98,6,44,9,514,18,263,52,62,5,29,9,40,4,18,4
2316,3,0,2,0,942,39,554,105,3,0,1,1,162,1,107,10
2317,76,5,39,11,1186,39,619,168,82,6,37,16,144,9,74,17
2318,46,1,38,2,496,8,316,32,115,2,85,6,83,2,58,7
2319,14,0,10,0,713,21,438,54,26,0,15,1,17,1,10,2
2320,54,0,31,3,2486,76,1389,374,152,1,97,12,41,0,24,3
2321,172,18,104,25,1691,175,637,363,88,13,35,19,65,8,26,16
2322,50,1,37,2,4111,61,2839,123,105,0,81,1,66,0,51,2
2323,128,7,69,26,3499,155,1989,448,176,14,102,30,206,18,110,45
2324,29,1,18,1,2184,75,1296,252,85,6,51,8,101,5,66,9
2325,10,0,5,0,501,6,270,45,25,1,14,2,21,0,10,0
2326,8,0,5,1,209,5,111,23,26,0,17,2,22,0,14,2
2327,189,2,118,3,4408,64,2863,220,416,9,262,22,354,2,214,26
2328,21,2,12,4,1068,23,637,63,29,2,20,0,27,0,18,2
2329,30,0,26,1,2731,102,1900,150,129,4,95,4,121,3,92,4
2330,78,0,54,4,2145,47,1256,239,131,2,80,8,126,3,71,20
2331,11,1,7,4,1412,51,761,218,13,3,10,4,90,6,48,22
2332,21,0,14,1,1393,54,762,204,53,4,27,5,55,4,34,5
2333,24,0,17,0,3604,56,2238,224,98,1,59,3,117,1,75,10
2334,50,3,42,2,3963,123,2693,262,130,3,102,6,79,1,60,6
2335,94,1,63,0,810,17,514,35,99,0,65,1,64,0,45,1
2336,56,4,41,4,1035,38,617,141,51,0,30,3,85,2,56,9
2337,51,2,31,10,2582,47,1542,206,50,3,31,9,107,2,68,7
2338,63,3,32,14,6639,179,3219,1166,230,7,81,71,125,3,46,35
2339,38,0,21,0,1591,31,898,129,194,3,122,9,153,1,92,7
2340,61,1,41,2,3831,138,2205,474,196,11,110,33,135,8,80,21
2341,92,1,61,4,637,5,361,33,11,0,5,2,17,0,12,0
2342,23,1,12,2,865,31,425,129,74,0,29,11,321,18,211,33
2343,45,1,27,6,1736,88,1093,183,79,3,50,11,35,0,20,2
2344,84,3,54,3,1351,23,788,117,75,2,47,3,109,1,72,3
2345,49,0,34,2,2216,55,1259,238,128,3,85,11,71,2,47,3
2346,39,1,26,3,517,9,297,62,67,5,43,7,89,5,50,9
2347,42,0,19,1,3508,59,2086,313,108,1,51,7,121,0,68,10
2348,35,1,26,0,538,14,303,61,83,1,45,4,90,0,59,6
2349,136,9,49,45,2484,103,945,708,163,11,45,70,170,10,48,68
2350,25,1,9,3,1579,29,844,143,72,1,36,3,21,0,4,3
2351,7,0,4,0,1891,74,903,347,74,0,40,15,47,0,22,8
2352,31,1,25,2,847,9,566,22,40,1,27,2,38,2,28,1
2353,266,5,168,17,4887,160,2564,822,525,13,250,93,443,9,235,68
2354,17,0,7,1,1387,26,767,147,39,0,16,4,35,0,17,4
2355,557,4,343,32,3380,93,1518,474,468,16,198,79,61,2,24,14
2356,25,3,14,6,1817,91,687,562,28,4,12,11,27,3,14,6
2357,13,0,7,1,85,0,42,5,22,0,11,1,16,0,10,1
2358,202,4,81,33,2312,45,1195,300,137,3,63,18,87,0,41,13
2359,211,3,104,43,7789,295,3734,1771,283,6,138,52,148,2,69,21
2360,191,5,106,23,2588,114,1229,427,153,9,76,30,261,14,136,33
2361,14,0,10,0,3007,69,1772,158,86,1,44,3,81,0,42,2
2362,50,0,34,4,1346,31,732,134,89,0,50,11,99,2,50,13
2363,117,7,36,41,1191,60,347,414,156,8,34,60,143,8,21,72
2364,13,0,9,0,718,15,410,78,54,1,36,3,92,2,63,3
2365,100,0,56,7,1850,39,1038,187,97,2,52,10,97,0,46,13
2366,93,3,62,3,1939,40,1295,121,100,3,73,3,78,2,49,6
2367,121,7,53,32,871,40,328,241,164,8,68,41,93,7,48,26
2368,223,9,92,54,2734,103,1128,714,3335,180,585,1657,204,6,59,76
2369,55,5,23,12,1903,51,1213,158,54,1,38,3,28,1,18,3
2370,27,1,17,3,3740,71,2151,307,122,0,69,7,138,1,88,9
2371,73,6,39,13,758,19,360,139,86,4,47,17,54,1,26,8
2372,91,0,54,0,1828,22,1027,79,148,2,65,2,238,2,119,7
2373,22,1,15,1,130,6,75,12,30,2,18,2,20,1,11,1
2374,64,1,36,7,2034,34,1285,119,76,1,41,4,88,1,51,2
2375,90,3,62,11,1473,51,826,184,123,3,70,19,30,0,19,1
2376,21,0,19,0,831,14,584,29,27,0,16,2,28,0,19,0
2377,39,0,18,3,5410,174,3070,669,89,2,53,9,50,1,29,7
2378,37,1,19,5,5708,96,3590,331,159,2,81,8,82,0,42,3
2379,57,0,29,9,4944,160,2675,708,100,3,51,7,84,2,48,11
2380,197,1,142,3,4652,96,3251,235,378,10,277,19,100,3,75,7
2381,145,4,24,53,2634,106,652,855,116,4,23,43,87,2,14,35
2382,106,5,44,29,1848,74,837,408,277,16,94,95,373,18,154,112
2383,191,6,130,19,7806,264,4533,1015,346,15,215,38,176,3,115,17
2384,37,0,24,3,317,7,196,43,35,1,23,3,43,1,31,4
2385,74,0,52,3,3686,88,2453,266,176,5,116,13,166,2,105,10
2386,34,1,17,4,1309,30,778,153,93,4,61,9,49,0,27,5
2387,5,0,2,2,254,4,106,33,13,0,6,2,16,0,10,0
2388,19,1,9,2,507,17,261,41,60,2,26,5,49,1,25,2
2389,1,0,0,0,258,9,151,17,3,0,1,0,6,0,1,0
2390,169,7,102,16,2393,67,1453,232,160,4,100,16,123,6,87,9
2391,241,7,156,22,7720,241,4591,848,184,7,110,18,72,4,44,5
2392,12,0,7,2,75,1,40,6,21,0,7,3,11,0,3,2
2393,93,5,52,15,1575,84,736,371,145,7,75,26,156,5,80,34
2394,24,0,19,1,1084,29,630,95,60,1,39,3,72,1,50,4
2395,5,0,3,1,1578,37,917,132,54,0,31,1,53,0,29,1
2396,87,2,58,7,5404,105,3192,572,122,2,72,11,100,1,61,9
2397,19,0,12,0,607,14,335,82,46,0,27,5,15,0,8,1
2398,7,0,5,1,288,5,190,23,58,0,49,7,90,1,66,6
2399,102,2,60,2,3682,78,2242,231,148,4,91,5,120,3,76,4
2400,13,0,6,0,447,13,214,62,76,3,29,19,107,1,60,18
2401,14,0,9,1,3594,74,2347,198,114,2,79,8,55,1,39,3
2402,42,0,21,8,630,22,245,160,64,0,19,19,112,2,47,27
2403,61,1,34,6,2896,57,1607,252,148,1,81,12,123,4,77,8
2404,250,8,73,78,13344,515,4930,3949,473,26,90,206,73,6,18,30
2405,205,5,106,29,5776,248,3143,948,353,20,167,68,290,7,131,47
2406,4,0,2,0,284,5,181,9,12,0,6,0,7,0,3,0
2407,65,6,34,7,5672,167,3039,736,131,3,72,9,134,7,81,10
2408,69,2,41,5,1267,40,757,151,158,2,98,13,186,6,99,24
2409,52,1,27,3,1432,45,804,162,213,5,94,33,295,12,132,67
2410,116,1,67,14,3189,80,1952,252,237,8,152,23,138,7,91,14
2411,44,0,21,13,808,23,395,155,74,1,40,18,81,2,42,19
2412,5,0,2,2,317,24,115,105,50,8,15,26,24,3,10,11
2413,59,2,30,7,8415,416,3686,1578,51,1,19,11,147,6,97,18
2414,78,5,47,7,1449,56,714,223,159,9,46,37,43,1,17,6
2415,47,0,23,6,687,37,187,202,31,0,10,7,25,0,4,7
2416,49,1,33,3,887,33,482,119,57,1,33,4,106,6,56,17
2417,21,1,17,2,1186,27,725,81,78,2,47,7,572,19,401,56
2418,84,1,46,6,456,5,222,88,30,0,9,6,27,0,7,12
2419,38,0,23,0,3351,24,2056,97,48,0,28,0,75,0,45,1
2420,38,3,25,5,1822,26,1098,127,31,2,17,7,40,1,25,4
2421,35,0,21,4,984,12,589,87,30,2,18,4,60,0,36,5
2422,58,1,39,7,5028,65,3120,342,107,2,66,8,186,3,110,13
2423,76,2,47,6,5284,85,3286,328,148,4,89,12,115,3,83,9
2424,28,1,15,5,2183,37,1373,151,50,0,31,1,73,0,44,3
2425,8,0,5,0,4261,93,2734,313,22,0,17,1,15,0,10,0
2426,3,0,1,0,1903,114,1050,314,47,2,22,8,19,0,11,1
2427,40,1,23,4,1322,37,824,149,166,4,99,16,197,3,120,14
2428,28,0,18,2,681,20,470,54,49,0,33,4,54,1,36,4
2429,105,5,57,16,4829,225,2340,977,213,13,91,59,126,7,53,40
2430,44,3,31,5,1767,85,981,259,98,5,54,20,99,4,59,16
2431,47,1,30,1,1249,22,756,102,55,1,33,1,78,2,41,5
2432,193,0,116,1,3744,125,1993,432,227,2,130,5,208,0,126,4
2433,134,24,58,18,3794,417,1902,664,289,54,136,51,83,18,35,19
2434,36,0,24,0,1772,24,1190,72,92,2,61,1,114,1,74,2
2435,18,0,13,0,823,13,495,63,26,0,18,0,61,0,31,3
2436,68,2,23,23,428,14,133,157,53,0,17,17,25,1,8,9
2437,46,3,28,3,267,5,183,16,44,2,24,2,19,1,11,2
2438,63,7,30,12,204,15,92,39,17,5,8,7,33,5,11,16
2439,86,2,56,9,2602,52,1424,266,86,2,52,8,89,0,45,11
2440,60,0,32,3,2035,20,1153,123,183,1,94,7,152,2,76,5
2441,18,0,12,2,1734,32,1196,81,114,4,88,2,78,4,53,5
2442,34,2,23,7,649,11,438,33,81,3,54,10,38,3,22,9
2443,17,0,11,0,2492,127,1528,290,89,2,56,7,85,4,49,8
2444,32,0,21,0,1027,13,686,35,37,0,24,0,17,0,11,0
2445,10,0,2,2,1505,162,513,293,25,2,10,3,59,4,22,8
2446,88,4,53,13,2823,63,1623,325,122,5,38,39,35,1,23,3
2447,16,3,6,3,617,44,323,65,31,2,14,3,108,5,55,12
2448,75,8,31,17,1774,97,680,494,126,11,55,31,46,3,13,14
2449,71,7,32,9,719,49,293,173,91,7,32,22,80,7,25,19
2450,57,3,39,6,359,10,225,32,83,1,59,3,100,4,57,13
2451,77,1,47,7,5069,188,2911,663,390,16,215,62,222,9,139,36
2452,25,0,22,0,2929,61,1971,180,58,0,45,1,31,0,24,0
2453,376,17,120,119,2233,116,676,809,436,21,104,185,199,9,40,98
2454,18,0,2,10,150,2,22,67,29,0,3,16,25,0,4,8
2455,111,5,70,15,3019,200,1489,457,69,3,28,10,259,15,159,33
2456,39,2,21,7,752,33,375,153,64,4,27,18,50,1,26,11
2457,82,4,54,7,4941,110,2958,407,182,7,102,16,189,8,123,16
2458,246,5,173,5,8048,179,5202,677,515,10,355,28,279,2,182,32
2459,1,0,0,0,683,25,460,68,16,0,13,0,617,28,420,83
2460,122,0,70,1,4950,68,3010,195,217,5,129,3,224,2,127,2
2461,64,1,41,7,5762,153,3233,759,165,3,85,20,264,7,149,39
2462,46,6,16,15,110,10,25,40,33,6,7,11,27,0,2,14
2463,34,0,26,1,840,13,535,55,50,0,34,2,36,0,27,1
2464,94,1,59,8,3054,111,1792,352,221,9,147,20,187,4,117,19
2465,81,5,51,8,3049,218,1583,479,166,12,91,22,127,8,70,13
2466,,,,,216,14,77,32,38,5,14,5,51,5,20,15
2467,112,1,70,12,3977,78,2422,267,316,7,187,33,180,2,107,19
2468,73,2,44,8,1372,43,829,144,95,5,64,12,65,3,40,8
2469,87,5,44,5,1077,26,590,116,90,5,46,7,84,4,44,6
2470,86,0,58,3,4357,121,2852,349,166,2,116,4,67,1,48,7
2471,184,9,55,68,2177,88,596,837,177,8,38,71,224,9,27,112
2472,354,10,177,48,3380,137,1666,642,421,16,205,73,105,5,54,14
2473,14,0,11,1,625,13,361,79,81,2,46,7,101,1,53,15
2474,35,0,29,1,2180,47,1535,123,98,1,77,4,85,0,65,1
2475,52,1,35,5,916,25,560,99,95,4,56,11,45,1,24,5
2476,59,4,38,6,1225,25,675,104,87,5,58,7,97,8,60,9
2477,103,3,54,13,1067,29,606,131,156,4,93,19,251,6,136,43
2478,50,1,36,6,3384,94,2122,277,102,2,73,7,236,0,176,11
2479,67,4,15,23,1490,95,478,506,115,8,21,40,57,4,14,19
2480,288,16,203,23,8401,366,4704,1265,562,35,335,92,193,8,113,30
2481,23,1,10,2,240,3,124,7,30,0,13,1,20,0,8,1
2482,73,0,46,5,2815,86,1615,356,79,1,48,9,88,2,57,11
